ResponseID,Gender,Age,AgeGroup,ITExperience,University,YearOfStudy,PythonUse,JavaUse,CppUse,JavaScriptUse,ChatGPTUsage,PEOU1,PEOU2,PEOU3,PEOU4,PR1,PR2,PR3,PR4,AIL1,AIL2,AIL3,AIL4,TR1,TR2,TR3,TR4,ANX1,ANX2,ANX3,ANX4,PU1,PU2,PU3,PU4,PLV1,PLV2,PLV3,PLV4,HM1,HM2,HM3,HM4,BI1,BI2,BI3,PEOU_Mean,PR_Mean,AIL_Mean,TR_Mean,ANX_Mean,PU_Mean,PLV_Mean,HM_Mean,BI_Mean
104,1,19,1,0,1,4,1,1,1,0,1,2,2,1,2,1,2,1,2,5,5,6,5,5,6,4,5,3,3,2,2,6,7,5,5,6,6,5,5,3,3,2,3,4,3,3,1.75,1.5,5.25,5.0,2.5,5.75,5.5,2.75,3.333
105,0,20,1,0,2,2,0,1,0,0,1,5,4,4,5,2,3,3,4,4,4,3,4,5,4,4,5,3,2,2,2,4,4,5,4,4,2,2,5,3,4,5,6,4,4,4,4.5,3.0,3.75,4.5,2.25,4.25,3.25,4.5,4.0
106,1,22,2,0,5,3,1,0,1,1,3,5,6,4,5,3,5,5,3,5,5,5,6,4,5,5,5,2,1,1,1,5,6,4,4,7,5,7,7,6,6,4,6,5,5,6,5.0,4.0,5.25,4.75,1.25,4.75,6.5,5.5,5.333
107,1,20,1,1,3,4,0,1,0,0,2,4,5,3,2,7,5,4,4,3,3,3,4,4,5,4,4,4,3,6,5,5,3,4,6,7,7,7,7,5,3,4,6,7,6,7,3.5,5.0,3.25,4.25,4.5,4.5,7.0,4.5,6.667
108,0,20,1,0,2,1,0,0,0,0,2,7,7,7,6,6,5,4,3,3,4,5,5,4,4,2,3,3,1,1,1,7,6,7,7,4,5,5,6,4,4,5,4,7,7,7,6.75,4.5,4.25,3.25,1.5,6.75,5.0,4.25,7.0
109,1,27,3,0,1,3,0,0,1,0,2,3,4,5,4,4,5,4,3,5,3,5,5,4,4,4,5,5,4,5,5,5,5,4,4,6,6,7,5,5,4,5,4,5,5,6,4.0,4.0,4.5,4.25,4.75,4.5,6.0,4.5,5.333
110,1,23,2,1,2,4,1,1,0,1,2,6,5,6,6,2,1,2,3,5,3,3,4,6,7,6,6,4,5,5,4,4,5,4,5,6,6,5,6,4,5,5,4,2,2,3,5.75,2.0,3.75,6.25,4.5,4.5,5.75,4.5,2.333
111,1,22,2,0,3,1,1,0,0,0,2,5,6,6,4,1,2,2,2,7,6,5,5,4,3,3,4,4,4,3,3,6,5,4,5,3,2,2,4,6,6,4,6,5,4,5,5.25,1.75,5.75,3.5,3.5,5.0,2.75,5.5,4.667
112,1,18,1,0,1,1,0,1,0,0,2,7,7,6,6,5,4,3,3,6,4,4,4,5,4,3,5,5,5,4,3,4,5,5,5,6,5,6,4,4,5,6,3,3,3,4,6.5,3.75,4.5,4.25,4.25,4.75,5.25,4.5,3.333
113,0,18,1,1,4,4,0,0,0,1,2,4,3,4,5,3,3,4,2,5,4,7,5,4,5,4,5,3,1,3,2,7,5,6,6,5,5,5,4,1,3,3,4,3,4,5,4.0,3.0,5.25,4.5,2.25,6.0,4.75,2.75,4.0
114,0,19,1,0,1,2,0,0,0,0,3,3,5,4,4,3,5,2,3,3,2,3,4,6,5,4,6,6,5,4,4,7,6,6,6,4,4,3,5,2,2,3,3,6,5,6,4.0,3.25,3.0,5.25,4.75,6.25,4.0,2.5,5.667
115,0,18,1,0,4,1,1,1,1,0,2,6,7,6,7,2,4,4,5,3,4,6,5,4,4,4,5,5,3,4,3,7,6,5,5,4,3,4,4,5,6,6,6,5,7,7,6.5,3.75,4.5,4.25,3.75,5.75,3.75,5.75,6.333
116,0,18,1,1,1,2,0,1,0,0,2,6,5,4,6,3,3,2,2,4,5,4,5,5,6,5,5,4,3,2,1,6,6,5,6,5,6,5,7,5,3,3,5,6,6,6,5.25,2.5,4.5,5.25,2.5,5.75,5.75,4.0,6.0
117,0,19,1,0,3,2,0,1,1,0,2,5,5,4,3,7,6,7,4,4,3,4,5,2,3,2,4,3,3,1,1,5,5,4,4,5,2,3,3,5,5,5,4,3,5,3,4.25,6.0,4.0,2.75,2.0,4.5,3.25,4.75,3.667
118,1,19,1,0,3,3,0,0,0,0,3,4,4,4,4,4,5,4,5,6,3,4,5,6,6,5,7,2,2,2,2,4,6,7,5,6,6,7,6,4,3,4,3,6,5,7,4.0,4.5,4.5,6.0,2.0,5.5,6.25,3.5,6.0
119,0,19,1,0,1,3,0,0,0,1,2,4,5,6,6,2,3,3,1,6,4,5,4,5,6,6,6,5,3,5,5,7,6,6,6,7,7,3,5,3,4,6,5,4,5,4,5.25,2.25,4.75,5.75,4.5,6.25,5.5,4.5,4.333
120,0,21,2,0,2,4,0,0,0,0,3,7,7,6,6,3,2,3,1,3,3,3,4,2,2,3,4,4,3,3,6,5,5,4,4,4,3,3,4,5,4,5,5,6,5,7,6.5,2.25,3.25,2.75,4.0,4.5,3.5,4.75,6.0
121,0,20,1,0,3,2,1,0,0,0,2,3,4,4,3,1,1,1,1,5,7,5,6,2,3,2,2,4,2,2,3,7,7,7,7,3,5,4,4,4,4,3,4,6,6,6,3.5,1.0,5.75,2.25,2.75,7.0,4.0,3.75,6.0
122,0,19,1,0,4,2,1,1,1,0,1,2,1,1,2,2,3,2,4,1,2,2,2,4,4,4,4,2,1,2,1,5,4,6,6,4,4,5,5,3,5,5,4,6,5,5,1.5,2.75,1.75,4.0,1.5,5.25,4.5,4.25,5.333
123,1,21,2,0,4,2,1,0,0,1,2,5,6,6,5,6,6,5,3,4,4,3,5,5,4,4,4,1,1,1,1,5,6,5,5,7,7,7,7,6,7,6,6,6,6,6,5.5,5.0,4.0,4.25,1.0,5.25,7.0,6.25,6.0
124,1,22,2,1,5,2,1,0,1,1,3,4,3,4,3,3,3,2,4,5,5,6,4,7,7,7,7,3,6,3,5,4,5,4,5,4,4,4,5,5,4,3,4,4,4,6,3.5,3.0,5.0,7.0,4.25,4.5,4.25,4.0,4.667
125,1,20,1,0,4,1,1,1,1,0,2,4,4,2,2,3,5,5,3,5,3,4,3,6,4,4,5,3,3,2,1,7,5,7,5,4,5,3,5,6,4,5,5,7,6,7,3.0,4.0,3.75,4.75,2.25,6.0,4.25,5.0,6.667
126,1,21,2,0,5,4,1,1,1,0,2,2,2,2,2,1,2,1,1,5,7,6,6,2,3,2,4,3,1,4,2,6,4,4,3,4,4,3,4,3,2,4,4,6,6,6,2.0,1.25,6.0,2.75,2.5,4.25,3.75,3.25,6.0
127,0,23,2,0,1,4,1,1,0,0,1,6,6,6,6,6,4,4,4,3,2,3,4,3,4,3,3,5,5,5,5,7,7,7,7,5,5,6,5,6,7,6,7,5,5,6,6.0,4.5,3.0,3.25,5.0,7.0,5.25,6.5,5.333
128,0,18,1,1,1,2,1,0,1,0,2,5,4,4,5,4,2,2,3,4,2,3,4,5,4,6,4,2,2,3,2,7,6,6,6,3,5,4,4,7,6,7,6,6,4,6,4.5,2.75,3.25,4.75,2.25,6.25,4.0,6.5,5.333
129,1,29,3,0,1,3,1,0,1,1,2,5,5,4,4,4,3,3,4,1,3,3,2,6,5,5,4,3,2,3,1,6,6,5,5,3,3,4,2,1,2,1,4,6,5,5,4.5,3.5,2.25,5.0,2.25,5.5,3.0,2.0,5.333
130,1,24,3,1,2,1,0,1,1,1,2,7,7,7,6,3,3,4,2,4,4,4,5,3,4,2,4,3,2,2,1,5,3,5,4,5,4,3,4,5,3,3,4,6,6,7,6.75,3.0,4.25,3.25,2.0,4.25,4.0,3.75,6.333
131,1,20,1,1,2,2,0,0,1,0,3,6,5,5,6,2,2,2,3,5,3,3,6,4,3,4,5,5,6,5,5,7,5,3,6,3,4,5,3,5,6,4,5,6,5,4,5.5,2.25,4.25,4.0,5.25,5.25,3.75,5.0,5.0
132,1,20,1,1,5,3,1,1,0,0,3,7,7,7,4,1,2,3,2,6,5,7,6,4,5,4,3,6,6,4,5,6,5,6,7,4,3,4,5,2,2,4,3,4,4,3,6.25,2.0,6.0,4.0,5.25,6.0,4.0,2.75,3.667
133,1,22,2,1,4,2,0,0,0,1,2,4,3,3,3,5,5,3,5,6,3,4,5,4,3,3,2,4,5,3,5,5,7,6,6,5,6,4,5,3,4,4,4,3,2,4,3.25,4.5,4.5,3.0,4.25,6.0,5.0,3.75,3.0
134,1,21,2,0,4,4,1,1,0,0,2,5,4,6,6,3,5,5,3,6,5,5,6,6,6,4,6,4,4,7,2,6,4,6,4,6,5,7,6,4,5,4,4,6,4,5,5.25,4.0,5.5,5.5,4.25,5.0,6.0,4.25,5.0
135,0,19,1,0,1,3,1,0,0,0,2,2,3,5,4,4,5,7,4,5,4,6,6,5,6,5,5,3,3,3,2,4,5,3,4,4,5,5,5,4,3,5,5,6,7,7,3.5,5.0,5.25,5.25,2.75,4.0,4.75,4.25,6.667
136,1,18,1,1,3,2,1,0,1,0,3,5,5,4,6,4,6,4,5,4,3,4,4,6,5,5,6,5,5,6,6,4,4,4,5,4,3,4,4,5,6,6,6,2,3,5,5.0,4.75,3.75,5.5,5.5,4.25,3.75,5.75,3.333
137,1,18,1,0,2,3,1,0,0,0,3,5,6,5,3,4,5,5,3,3,2,4,3,4,5,5,5,5,2,3,3,5,4,5,4,4,5,6,5,3,6,4,4,5,4,4,4.75,4.25,3.0,4.75,3.25,4.5,5.0,4.25,4.333
138,0,22,2,0,2,1,0,0,0,0,2,6,5,5,5,2,1,1,1,4,4,6,5,4,4,3,5,4,3,5,3,6,7,6,6,4,5,6,6,2,2,2,2,4,5,3,5.25,1.25,4.75,4.0,3.75,6.25,5.25,2.0,4.0
139,1,23,2,0,1,2,0,1,0,0,3,5,5,6,5,4,3,2,4,2,3,2,2,6,7,5,6,4,2,4,2,5,4,3,4,3,2,3,3,4,5,6,5,7,7,7,5.25,3.25,2.25,6.0,3.0,4.0,2.75,5.0,7.0
140,0,18,1,1,2,2,1,0,1,0,2,5,5,5,7,5,3,3,3,6,5,7,5,4,4,6,5,4,3,4,3,7,5,6,6,7,7,7,7,6,5,5,6,5,6,5,5.5,3.5,5.75,4.75,3.5,6.0,7.0,5.5,5.333
141,0,21,2,0,1,2,1,1,1,0,3,5,6,6,5,7,6,7,7,5,5,4,4,4,5,4,4,6,4,6,4,4,4,3,5,7,6,5,6,7,7,7,7,6,5,7,5.5,6.75,4.5,4.25,5.0,4.0,6.0,7.0,6.0
142,1,23,2,0,5,3,1,1,1,0,2,7,7,6,7,5,3,4,4,6,4,7,5,3,3,3,5,5,3,2,4,6,4,5,3,5,6,7,6,2,1,3,3,6,7,6,6.75,4.0,5.5,3.5,3.5,4.5,6.0,2.25,6.333
143,1,19,1,0,4,2,1,0,0,0,1,6,6,4,5,6,7,5,4,5,4,3,4,5,4,4,4,5,4,4,6,5,3,2,3,6,7,6,6,4,4,6,5,4,4,6,5.25,5.5,4.0,4.25,4.75,3.25,6.25,4.75,4.667
144,1,19,1,1,3,3,1,1,0,0,3,4,5,3,3,4,2,5,4,4,6,6,5,4,4,4,6,4,4,2,3,5,4,5,4,3,3,2,3,2,2,3,2,6,5,6,3.75,3.75,5.25,4.5,3.25,4.5,2.75,2.25,5.667
145,1,23,2,1,4,3,1,1,1,0,2,6,6,6,6,3,3,3,3,6,4,5,6,7,7,6,7,3,2,1,3,7,5,6,7,7,7,7,6,6,6,7,6,6,7,6,6.0,3.0,5.25,6.75,2.25,6.25,6.75,6.25,6.333
146,1,25,3,0,4,2,0,0,1,0,3,4,4,3,2,5,3,4,6,3,4,5,4,6,6,5,5,4,2,3,2,7,5,6,6,4,5,3,3,5,4,4,4,6,5,6,3.25,4.5,4.0,5.5,2.75,6.0,3.75,4.25,5.667
147,0,23,2,0,5,3,0,0,0,1,2,7,7,7,7,4,3,4,3,3,3,3,4,5,3,2,4,4,3,3,3,5,4,5,4,4,2,4,4,4,2,4,3,7,6,6,7.0,3.5,3.25,3.5,3.25,4.5,3.5,3.25,6.333
148,1,23,2,0,2,1,1,0,1,0,2,5,5,4,4,4,2,3,2,3,4,5,4,4,4,3,4,3,1,4,2,7,5,6,6,6,6,4,3,6,5,6,6,6,5,7,4.5,2.75,4.0,3.75,2.5,6.0,4.75,5.75,6.0
149,1,18,1,0,3,1,0,1,0,0,2,5,5,4,4,2,5,3,2,3,4,2,3,4,4,5,4,3,1,3,2,7,6,7,6,7,7,5,6,4,3,5,3,7,6,6,4.5,3.0,3.0,4.25,2.25,6.5,6.25,3.75,6.333
150,1,23,2,1,2,2,1,1,0,0,2,5,5,5,5,3,3,3,3,2,3,3,2,7,7,7,7,5,3,4,5,6,5,5,5,7,7,7,5,3,5,6,5,5,5,4,5.0,3.0,2.5,7.0,4.25,5.25,6.5,4.75,4.667
151,0,22,2,0,4,2,1,0,1,0,1,7,6,5,6,6,6,5,5,6,6,6,7,5,6,3,2,3,3,4,3,7,7,6,6,6,6,7,5,6,2,5,4,5,4,6,6.0,5.5,6.25,4.0,3.25,6.5,6.0,4.25,5.0
152,1,20,1,0,1,1,1,1,1,1,3,4,4,5,5,1,2,2,1,5,3,5,5,6,4,6,5,3,3,4,3,6,4,7,6,4,4,5,4,6,5,5,7,6,5,6,4.5,1.5,4.5,5.25,3.25,5.75,4.25,5.75,5.667
153,1,18,1,1,4,3,1,1,0,0,3,5,5,5,5,6,3,4,5,3,3,2,6,4,5,4,4,4,3,3,1,7,6,6,5,3,3,4,5,6,7,7,6,7,6,6,5.0,4.5,3.5,4.25,2.75,6.0,3.75,6.5,6.333
154,1,19,1,0,2,2,0,0,0,1,1,6,7,6,5,3,2,3,2,6,7,5,4,4,7,5,5,4,3,1,3,3,5,4,3,5,4,4,6,4,4,4,5,6,7,7,6.0,2.5,5.5,5.25,2.75,3.75,4.75,4.25,6.667
155,0,19,1,0,4,2,1,0,0,0,2,4,4,5,4,1,3,2,3,4,4,4,5,5,6,5,7,6,4,4,3,6,5,6,6,3,4,4,5,6,6,6,7,5,6,5,4.25,2.25,4.25,5.75,4.25,5.75,4.0,6.25,5.333
156,1,19,1,1,1,4,1,0,0,0,1,5,6,6,4,5,4,5,4,4,6,6,6,5,4,4,4,3,2,1,1,7,5,6,6,5,5,5,5,4,5,5,5,7,6,5,5.25,4.5,5.5,4.25,1.75,6.0,5.0,4.75,6.0
157,0,19,1,0,5,3,0,1,1,0,2,6,6,5,6,3,6,4,6,4,4,5,5,4,3,2,5,4,5,3,1,6,6,6,7,6,6,6,7,3,2,3,3,5,6,4,5.75,4.75,4.5,3.5,3.25,6.25,6.25,2.75,5.0
158,0,19,1,1,2,4,1,1,0,0,1,6,4,2,4,4,5,4,5,2,2,3,2,6,7,5,6,5,3,3,5,6,4,3,4,5,6,6,6,3,5,4,4,4,4,4,4.0,4.5,2.25,6.0,4.0,4.25,5.75,4.0,4.0
159,1,18,1,0,4,1,0,0,0,0,2,5,4,6,6,6,5,3,5,7,6,7,7,5,7,6,5,3,2,3,3,7,7,5,4,3,1,3,2,7,6,7,7,6,6,6,5.25,4.75,6.75,5.75,2.75,5.75,2.25,6.75,6.0
160,0,25,3,0,2,3,1,1,1,0,2,3,4,3,5,7,6,5,6,6,4,5,5,6,4,5,4,1,1,2,1,5,4,5,5,5,4,4,6,5,4,5,6,3,3,5,3.75,6.0,5.0,4.75,1.25,4.75,4.75,5.0,3.667
161,1,21,2,0,5,4,1,0,0,0,1,6,7,7,7,5,5,4,3,5,3,5,3,5,5,4,6,6,4,3,5,3,4,3,4,4,4,4,5,5,6,5,6,5,4,5,6.75,4.25,4.0,5.0,4.5,3.5,4.25,5.5,4.667
162,0,21,2,0,4,3,1,0,1,0,2,2,5,4,4,2,3,3,3,4,4,6,4,5,4,5,5,4,5,4,4,6,6,7,7,5,4,4,5,4,3,4,4,6,7,7,3.75,2.75,4.5,4.75,4.25,6.5,4.5,3.75,6.667
163,0,22,2,0,4,3,1,0,0,0,3,6,7,5,6,4,4,5,3,5,4,4,3,7,5,6,7,2,4,2,2,6,4,4,5,4,4,2,3,4,4,5,4,5,7,6,6.0,4.0,4.0,6.25,2.5,4.75,3.25,4.25,6.0
164,0,21,2,0,2,2,1,1,1,0,3,6,5,5,7,4,6,5,5,6,4,5,6,6,4,4,5,3,5,4,4,7,5,5,6,3,3,4,3,5,4,4,3,5,4,4,5.75,5.0,5.25,4.75,4.0,5.75,3.25,4.0,4.333
165,1,18,1,0,2,1,0,1,0,0,3,7,7,7,6,4,3,2,3,1,1,3,1,4,5,6,5,4,4,4,3,6,6,4,5,5,5,5,5,5,4,5,4,4,5,5,6.75,3.0,1.5,5.0,3.75,5.25,5.0,4.5,4.667
166,0,21,2,1,1,2,1,0,0,0,3,6,6,5,6,2,3,2,3,3,2,4,2,3,4,3,3,1,2,1,1,5,5,5,7,4,4,4,5,3,2,4,3,5,7,7,5.75,2.5,2.75,3.25,1.25,5.5,4.25,3.0,6.333
167,1,23,2,0,5,2,0,0,0,0,3,4,4,5,3,3,3,3,4,6,4,5,6,3,4,3,6,2,3,2,3,5,4,5,5,5,5,6,6,3,4,3,3,6,6,7,4.0,3.25,5.25,4.0,2.5,4.75,5.5,3.25,6.333
168,1,21,2,0,1,4,0,0,1,0,2,4,4,5,6,1,2,2,1,4,5,4,2,3,4,2,3,5,5,4,4,6,6,6,6,6,5,4,3,5,6,7,5,5,6,7,4.75,1.5,3.75,3.0,4.5,6.0,4.5,5.75,6.0
169,1,21,2,1,4,1,0,1,0,1,2,6,7,6,7,3,4,5,2,4,4,5,6,6,7,5,7,4,3,3,2,5,4,5,6,7,5,6,7,5,4,5,4,3,5,5,6.5,3.5,4.75,6.25,3.0,5.0,6.25,4.5,4.333
170,0,19,1,0,2,4,1,1,0,0,2,3,3,4,3,3,1,2,4,2,2,2,5,2,2,1,3,2,4,3,3,6,7,5,5,5,7,6,7,4,4,4,4,6,7,7,3.25,2.5,2.75,2.0,3.0,5.75,6.25,4.0,6.667
171,0,18,1,0,4,4,1,0,0,0,2,4,4,4,3,3,3,4,3,6,6,7,6,4,4,3,5,2,3,1,2,7,5,7,7,3,4,6,5,4,5,6,6,5,4,4,3.75,3.25,6.25,4.0,2.0,6.5,4.5,5.25,4.333
172,1,18,1,1,4,1,1,0,0,0,3,5,6,6,4,4,4,6,5,6,4,6,7,2,2,2,2,2,2,2,4,4,5,6,5,4,5,5,4,5,5,5,4,3,3,5,5.25,4.75,5.75,2.0,2.5,5.0,4.5,4.75,3.667
173,1,23,2,0,3,2,0,0,0,0,3,4,4,5,3,1,2,3,2,5,4,2,5,4,4,4,1,3,3,2,3,6,6,5,7,6,7,6,6,6,6,5,6,5,6,6,4.0,2.0,4.0,3.25,2.75,6.0,6.25,5.75,5.667
174,1,22,2,1,3,4,1,1,0,0,3,3,4,4,4,6,5,6,6,3,4,4,4,4,3,4,4,3,3,3,1,6,3,4,4,5,4,5,6,3,4,3,3,5,6,6,3.75,5.75,3.75,3.75,2.5,4.25,5.0,3.25,5.667
175,0,19,1,1,4,4,1,0,0,1,2,4,4,3,5,1,2,1,1,6,6,5,5,6,6,5,6,1,1,1,1,6,6,7,5,6,5,5,5,5,3,6,6,4,4,4,4.0,1.25,5.5,5.75,1.0,6.0,5.25,5.0,4.0
176,1,26,3,1,2,2,1,0,0,0,3,6,5,4,5,4,5,4,3,6,7,7,7,4,6,6,7,5,4,5,5,7,6,6,5,6,5,6,7,4,5,5,4,5,4,5,5.0,4.0,6.75,5.75,4.75,6.0,6.0,4.5,4.667
177,0,22,2,0,4,2,1,0,0,1,3,4,4,4,5,6,5,4,4,5,4,6,6,3,5,1,4,3,5,6,4,5,5,5,6,6,7,6,6,6,6,6,6,4,4,5,4.25,4.75,5.25,3.25,4.5,5.25,6.25,6.0,4.333
178,1,19,1,0,3,2,1,0,0,0,2,4,6,5,4,2,2,1,1,7,7,7,5,7,7,6,6,3,2,1,1,6,5,5,4,4,2,3,4,4,2,2,4,6,5,7,4.75,1.5,6.5,6.5,1.75,5.0,3.25,3.0,6.0
179,0,20,1,1,2,3,1,1,0,0,1,6,5,7,5,7,7,7,7,4,2,5,5,4,5,5,5,4,3,4,3,5,4,6,6,3,3,5,2,7,5,4,6,5,5,6,5.75,7.0,4.0,4.75,3.5,5.25,3.25,5.5,5.333
180,1,19,1,0,4,2,0,0,0,0,3,6,6,5,5,5,3,5,3,4,3,3,4,4,6,4,4,3,1,3,3,6,4,7,7,4,4,5,3,7,7,6,6,3,4,5,5.5,4.0,3.5,4.5,2.5,6.0,4.0,6.5,4.0
181,1,18,1,0,5,3,1,1,0,0,2,5,6,4,4,3,3,2,2,2,3,4,3,4,4,4,3,4,1,3,3,6,6,5,6,4,4,4,3,4,4,5,4,3,4,3,4.75,2.5,3.0,3.75,2.75,5.75,3.75,4.25,3.333
182,1,19,1,1,5,1,1,0,1,0,2,5,5,4,4,1,2,3,2,4,6,6,4,4,4,3,4,2,4,3,3,7,7,5,6,5,5,4,5,4,5,3,4,7,7,7,4.5,2.0,5.0,3.75,3.0,6.25,4.75,4.0,7.0
183,0,18,1,0,4,1,1,0,0,0,1,5,5,6,5,3,4,3,3,5,4,5,5,4,5,3,2,3,2,3,3,6,5,5,5,7,6,4,6,4,6,6,5,4,4,4,5.25,3.25,4.75,3.5,2.75,5.25,5.75,5.25,4.0
184,0,20,1,0,2,2,1,0,0,0,1,7,7,7,6,4,5,3,3,4,4,5,5,6,5,5,5,4,6,4,5,5,4,5,3,5,4,4,4,4,4,3,5,7,5,5,6.75,3.75,4.5,5.25,4.75,4.25,4.25,4.0,5.667
185,1,20,1,0,4,2,1,0,0,1,3,6,5,5,5,4,4,3,3,4,6,5,6,5,6,7,4,6,2,2,4,4,6,5,7,5,3,4,5,7,7,7,7,5,5,4,5.25,3.5,5.25,5.5,3.5,5.5,4.25,7.0,4.667
186,0,27,3,0,4,2,0,1,0,1,3,3,5,4,5,4,2,3,2,6,5,6,6,6,6,7,7,2,2,2,2,6,5,5,6,6,7,4,5,6,6,7,5,5,5,6,4.25,2.75,5.75,6.5,2.0,5.5,5.5,6.0,5.333
187,0,20,1,0,3,2,1,0,0,0,1,4,4,4,4,4,5,5,5,2,4,2,2,5,4,5,6,3,3,4,3,7,7,7,6,6,5,4,6,6,5,5,5,6,7,7,4.0,4.75,2.5,5.0,3.25,6.75,5.25,5.25,6.667
188,0,22,2,0,5,2,0,0,0,0,2,4,2,2,2,4,3,3,3,5,4,4,4,1,1,1,1,4,3,3,5,5,5,5,4,5,5,6,6,3,2,2,3,7,7,7,2.5,3.25,4.25,1.0,3.75,4.75,5.5,2.5,7.0
189,0,21,2,0,3,1,1,1,0,0,2,5,7,6,6,1,3,2,1,6,6,6,6,6,5,5,5,2,2,1,1,7,5,5,6,6,5,7,7,6,3,6,4,3,3,2,6.0,1.75,6.0,5.25,1.5,5.75,6.25,4.75,2.667
190,1,25,3,0,3,2,1,1,0,0,2,7,7,6,5,3,4,3,4,4,2,5,5,3,5,2,3,4,2,1,1,4,5,5,4,4,6,4,5,3,4,5,4,6,5,7,6.25,3.5,4.0,3.25,2.0,4.5,4.75,4.0,6.0
191,1,18,1,1,4,4,0,0,0,0,2,5,7,5,4,2,1,1,1,4,5,4,3,2,3,4,3,5,5,5,4,3,5,5,3,7,7,7,7,7,7,7,7,6,4,6,5.25,1.25,4.0,3.0,4.75,4.0,7.0,7.0,5.333
192,0,19,1,0,3,2,1,1,0,0,1,5,2,4,4,4,5,6,3,6,5,5,6,4,5,3,4,3,5,3,4,4,5,5,5,4,4,5,5,4,4,6,5,5,6,7,3.75,4.5,5.5,4.0,3.75,4.75,4.5,4.75,6.0
193,0,29,3,0,5,2,1,0,0,0,1,7,7,7,7,1,3,2,3,3,2,2,2,3,3,3,4,4,4,4,4,4,4,3,4,7,6,7,7,3,4,4,2,7,5,7,7.0,2.25,2.25,3.25,4.0,3.75,6.75,3.25,6.333
194,0,28,3,1,3,3,1,0,1,0,2,4,4,4,4,3,3,5,3,5,3,4,4,5,5,3,4,4,5,6,6,6,5,7,7,5,3,3,4,4,4,3,4,6,7,7,4.0,3.5,4.0,4.25,5.25,6.25,3.75,3.75,6.667
195,1,23,2,1,5,4,1,0,1,0,3,5,5,7,5,6,6,5,4,5,3,6,5,4,4,4,5,4,5,2,4,3,2,2,3,6,5,5,5,4,5,5,4,5,5,5,5.5,5.25,4.75,4.25,3.75,2.5,5.25,4.5,5.0
196,1,18,1,0,3,1,0,1,0,0,1,5,5,5,5,3,2,3,3,3,2,4,3,3,4,3,3,3,2,2,1,6,4,4,5,4,5,4,4,3,2,4,4,4,4,6,5.0,2.75,3.0,3.25,2.0,4.75,4.25,3.25,4.667
197,0,19,1,0,5,3,1,0,1,0,3,5,4,4,5,5,6,6,6,4,5,6,5,5,6,4,5,3,3,4,4,5,3,4,4,5,5,5,6,6,6,6,6,6,6,6,4.5,5.75,5.0,5.0,3.5,4.0,5.25,6.0,6.0
198,0,21,2,0,3,3,0,0,0,0,3,5,6,6,7,3,3,3,2,4,2,4,3,7,7,7,6,2,2,2,1,5,4,4,5,5,4,4,5,5,6,5,5,5,6,5,6.0,2.75,3.25,6.75,1.75,4.5,4.5,5.25,5.333
199,0,29,3,0,3,3,0,1,0,0,1,5,6,5,6,6,7,4,6,7,5,6,7,3,3,3,4,5,4,5,5,7,7,6,5,5,5,5,5,4,4,5,5,4,5,6,5.5,5.75,6.25,3.25,4.75,6.25,5.0,4.5,5.0
200,0,23,2,1,2,1,1,0,0,0,3,6,5,5,6,3,4,3,2,5,5,4,4,5,4,4,7,5,3,3,6,5,5,7,5,4,4,3,5,3,5,4,4,6,5,5,5.5,3.0,4.5,5.0,4.25,5.5,4.0,4.0,5.333
201,0,23,2,0,5,3,0,0,0,0,3,5,5,5,5,3,3,3,2,5,5,5,6,3,3,1,2,3,4,3,5,4,4,6,4,7,7,6,5,2,1,3,3,6,6,7,5.0,2.75,5.25,2.25,3.75,4.5,6.25,2.25,6.333
202,1,19,1,1,5,1,1,0,1,0,3,5,4,4,4,4,4,5,5,5,5,5,4,5,5,4,4,5,4,4,3,6,4,4,4,3,4,4,5,4,6,5,5,7,7,7,4.25,4.5,4.75,4.5,4.0,4.5,4.0,5.0,7.0
203,1,22,2,0,5,3,0,1,0,0,1,7,6,7,7,3,4,3,3,2,2,4,4,7,6,6,6,5,2,2,2,4,4,5,4,6,7,7,6,6,4,6,6,3,4,3,6.75,3.25,3.0,6.25,2.75,4.25,6.5,5.5,3.333
204,0,18,1,0,1,3,1,0,0,0,2,7,5,6,6,2,1,1,3,1,1,2,2,5,6,4,6,1,3,1,4,4,5,5,5,3,3,3,2,4,3,4,3,6,5,7,6.0,1.75,1.5,5.25,2.25,4.75,2.75,3.5,6.0
205,0,19,1,0,3,1,0,1,0,1,2,7,6,6,6,3,3,2,4,4,5,5,4,5,4,5,5,3,3,3,3,5,6,6,6,4,4,2,3,3,4,3,4,4,4,5,6.25,3.0,4.5,4.75,3.0,5.75,3.25,3.5,4.333
206,1,21,2,0,5,4,1,1,1,1,3,6,6,4,4,4,3,4,2,4,4,4,7,6,4,6,5,4,2,2,3,7,5,7,5,6,5,6,6,4,5,6,4,3,3,3,5.0,3.25,4.75,5.25,2.75,6.0,5.75,4.75,3.0
207,1,21,2,1,1,1,1,0,0,0,2,7,6,7,6,6,5,5,4,5,5,6,5,7,7,7,7,5,3,2,2,4,4,2,2,3,4,4,4,7,5,6,6,6,5,5,6.5,5.0,5.25,7.0,3.0,3.0,3.75,6.0,5.333
208,0,18,1,0,2,4,1,0,1,0,2,5,5,6,5,1,1,2,1,6,4,4,4,7,6,6,7,4,6,4,4,6,7,6,4,5,5,4,3,4,5,3,5,3,4,4,5.25,1.25,4.5,6.5,4.5,5.75,4.25,4.25,3.667
